file_info,,,,,,,corrected_fluxes_and_quality_flags,,,,,,,,,,,,,,,storage_fluxes,,,,vertical_advection_fluxes,,gas_densities_concentrations_and_timelags,,,,,,,,,,air_properties,,,,,,,,,,,,,,unrotated_wind,,,rotated_wind,,,,,,rotation_angles_for_tilt_correction,,,turbulence,,,,,,footprint,,,,,,,,uncorrected_fluxes,,,,,,,,,,statistical_flags,,,,,,,,,,,,spikes,,,,,,diagnostic_flags_LI-7200,,,,,,,,,RSSI_LI-7200,variances,,,,,,covariances,,,custom_variables
filename,date,time,DOY,daytime,file_records,used_records,Tau,qc_Tau,rand_err_Tau,H,qc_H,rand_err_H,LE,qc_LE,rand_err_LE,co2_flux,qc_co2_flux,rand_err_co2_flux,h2o_flux,qc_h2o_flux,rand_err_h2o_flux,H_strg,LE_strg,co2_strg,h2o_strg,co2_v-adv,h2o_v-adv,co2_molar_density,co2_mole_fraction,co2_mixing_ratio,co2_time_lag,co2_def_timelag,h2o_molar_density,h2o_mole_fraction,h2o_mixing_ratio,h2o_time_lag,h2o_def_timelag,sonic_temperature,air_temperature,air_pressure,air_density,air_heat_capacity,air_molar_volume,ET,water_vapor_density,e,es,specific_humidity,RH,VPD,Tdew,u_unrot,v_unrot,w_unrot,u_rot,v_rot,w_rot,wind_speed,max_wind_speed,wind_dir,yaw,pitch,roll,u*,TKE,L,(z-d)/L,bowen_ratio,T*,model,x_peak,x_offset,x_10%,x_30%,x_50%,x_70%,x_90%,un_Tau,Tau_scf,un_H,H_scf,un_LE,LE_scf,un_co2_flux,co2_scf,un_h2o_flux,h2o_scf,spikes_hf,amplitude_resolution_hf,drop_out_hf,absolute_limits_hf,skewness_kurtosis_hf,skewness_kurtosis_sf,discontinuities_hf,discontinuities_sf,timelag_hf,timelag_sf,attack_angle_hf,non_steady_wind_hf,u_spikes,v_spikes,w_spikes,ts_spikes,co2_spikes,h2o_spikes,head_detect_LI-7200,t_out_LI-7200,t_in_LI-7200,aux_in_LI-7200,delta_p_LI-7200,chopper_LI-7200,detector_LI-7200,pll_LI-7200,sync_LI-7200,mean_value_RSSI_LI-7200,u_var,v_var,w_var,ts_var,co2_var,h2o_var,w/ts_cov,w/co2_cov,w/h2o_cov,co2_mean,h2o_mean,co2_mean,h2o_mean,dew_point_mean,avg_signal_strength_7200_mean,co2_signal_strength_7200_mean,h2o_signal_strength_7200_mean,delta_signal_strength_7200_mean,anemometer_diagnostic_mean,_mean
2024-06-19T143000_OTL.ghg,2024-06-19,15:00,171.625,1,36000,36000,-0.157175,0,0.102609E-01,139.530,0,8.36150,202.292,0,14.9568,-22.5495,0,1.33366,4.59660,0,0.339858,0.268094,-0.428200,-0.159651E-01,-0.972985E-02,-0.256195E-10,-0.941781E-12,15.9845,394.803,400.618,0.150000,0,587.596,14.5131,14.7268,0.350000,0,298.955,297.583,99910.3,1.16330,1013.56,0.248774E-01,0.297860,0.105126E-01,1443.71,3052.20,0.903691E-02,47.3007,1608.49,285.601,0.536268,-2.17610,0.430924E-05,2.24121,0.748578E-13,-0.160277E-14,2.24121,5.62347,47.0445,283.844,0.110164E-03,-9999,0.367576,1.04184,-31.0585,-0.560233E-01,0.689748,0.321945,0,26.1740,-3.97200,8.98467,22.3731,34.1204,47.8543,71.6945,-0.155356,1.01171,148.000,1.02459,175.999,1.14939,-19.6186,1.14939,3.99917,1.14939,800000099,800000099,800000099,800000099,800000099,800000099,800000099,800000099,80000,80000,89,89,9,6,1,1,11,1,0,0,0,0,0,0,0,0,0,93,0.775610,1.14854,0.159548,0.548816,11.6774,0.612363,0.125523,-0.495217,0.100948,15.9858,587.609,394.806,14.5125,12.4523,93.1445,93.3760,92.9129,0.463038,0.00000,127.770
2024-06-19T150000_OTL.ghg,2024-06-19,15:30,171.646,1,36000,36000,-0.176176,0,0.117603E-01,148.175,0,8.56988,212.005,0,16.0391,-21.9837,0,1.19772,4.81938,0,0.364607,0.577036,-0.393519,-0.563926E-01,-0.894563E-02,0.280267E-09,0.101907E-10,15.9286,393.513,399.225,0.150000,0,579.176,14.3084,14.5161,0.350000,0,299.378,298.024,99890.3,1.16143,1013.46,0.249177E-01,0.312296,0.103476E-01,1423.16,3133.76,0.890934E-02,45.4137,1710.60,285.382,0.832326,-2.28403,-0.485329E-02,2.43097,-0.232564E-12,0.175952E-13,2.43097,6.63834,42.3586,290.022,-0.114388,-9999,0.389473,1.22866,-34.7848,-0.500218E-01,0.698924,0.323221,0,24.9440,-3.78534,8.56245,21.3217,32.5170,45.6055,68.3254,-0.174110,1.01187,156.896,1.02526,183.925,1.15267,-19.0720,1.15267,4.18106,1.15267,800000099,800000099,800000099,800000099,800000099,800000099,800000099,800000099,80000,80000,89,89,6,8,2,0,14,0,0,0,0,0,0,0,0,0,0,93,0.915755,1.33957,0.201996,0.493436,8.38380,0.648157,0.133295,-0.482099,0.105688,15.9298,579.193,393.515,14.3079,12.2538,93.1507,93.3825,92.9188,0.463732,0.00000,130.432
2024-06-19T153000_OTL.ghg,2024-06-19,16:00,171.667,1,36000,36000,-0.196819,0,0.130568E-01,109.695,0,7.01625,222.904,0,17.5092,-21.4215,0,1.36041,5.06686,0,0.398003,-0.765855E-01,-0.440885,0.453014E-01,-0.100218E-01,0.858911E-10,0.306495E-11,15.9673,394.549,400.183,0.150000,0,569.779,14.0791,14.2802,0.350000,0,299.298,297.966,99892.4,1.16178,1013.33,0.249104E-01,0.328333,0.101847E-01,1400.48,3122.87,0.876646E-02,44.8460,1722.39,285.138,0.917945,-2.56094,-0.815170E-02,2.72049,0.860664E-13,0.537919E-14,2.72049,7.79291,42.7303,289.720,-0.171682,-9999,0.411597,1.23628,-55.4567,-0.313758E-01,0.492116,0.226380,0,24.9671,-3.78886,8.57041,21.3415,32.5472,45.6479,68.3888,-0.194448,1.01220,119.610,1.02636,192.521,1.15782,-18.5016,1.15782,4.37621,1.15782,800000099,800000099,800000099,800000099,800000099,800000099,800000099,800000099,80000,80000,89,89,10,7,1,4,12,0,0,0,0,0,0,0,0,0,0,93,1.04328,1.20429,0.225001,0.300084,9.24130,0.652841,0.101600,-0.467435,0.110563,15.9685,569.803,394.551,14.0788,11.9752,93.1718,93.4053,92.9384,0.466918,0.00000,127.545
2024-06-19T160000_OTL.ghg,2024-06-19,16:30,171.687,1,36000,36000,-0.195696,0,0.140718E-01,115.994,0,7.55759,174.976,0,16.1153,-19.1037,0,1.24075,3.97706,0,0.366288,-0.107837,-0.625097E-01,-0.757588E-01,-0.142080E-02,0.200210E-09,0.715923E-11,15.8931,392.817,398.413,0.150000,0,568.315,14.0466,14.2467,0.300000,0,299.212,297.883,99905.3,1.16227,1013.31,0.249001E-01,0.257714,0.101654E-01,1397.45,3107.55,0.874622E-02,44.9694,1710.11,285.106,1.14633,-2.32976,-0.542896E-02,2.59651,-0.208360E-12,0.125973E-13,2.59651,7.78765,30.7857,296.199,-0.119798,-9999,0.410334,1.33776,-51.9683,-0.334819E-01,0.662913,0.240020,0,25.0601,-3.80297,8.60233,21.4210,32.6684,45.8179,68.6436,-0.193367,1.01204,123.207,1.02588,151.416,1.15560,-16.5315,1.15560,3.44158,1.15560,800000099,800000099,800000099,800000099,800000099,800000099,800000099,800000099,80000,80000,89,89,31,4,2,7,10,0,0,0,0,0,0,0,0,0,0,93,1.33886,1.11507,0.221587,0.422283,9.57185,0.706992,0.104613,-0.417474,0.869112E-01,15.8943,568.310,392.820,14.0457,11.9613,93.1760,93.4090,92.9430,0.466060,0.00000,129.877
2024-06-19T163000_OTL.ghg,2024-06-19,17:00,171.708,1,36000,36000,-0.159703,0,0.969322E-02,79.6044,0,4.42381,145.598,0,9.95606,-16.4226,0,0.892843,3.30877,0,0.226255,-0.230494,-0.474285,0.784345E-01,-0.107783E-01,0.630769E-10,0.220592E-11,15.9549,394.610,400.132,0.150000,0,557.973,13.8003,13.9934,0.350000,0,299.012,297.707,99886.1,1.16284,1013.17,0.248882E-01,0.214408,0.999192E-02,1372.78,3075.07,0.859270E-02,44.6423,1702.29,284.836,0.960239E-01,-2.85470,-0.498427E-01,2.85675,-0.237001E-13,0.395345E-14,2.85675,6.91434,58.9177,271.927,-0.999711,-9999,0.370593,0.938126,-55.7740,-0.311973E-01,0.546743,0.182322,0,24.3488,-3.69503,8.35817,20.8130,31.7412,44.5174,66.6952,-0.157750,1.01238,85.8342,1.02691,125.484,1.16029,-14.1539,1.16029,2.85167,1.16029,800000099,800000099,800000099,800000099,800000099,800000099,800010099,800010099,80000,80000,89,89,15,4,3,1,6,0,0,0,0,0,0,0,0,0,0,93,0.915038,0.767045,0.194170,0.183246,5.95916,0.337942,0.728550E-01,-0.357173,0.719619E-01,15.9560,557.989,394.610,13.7998,11.6590,93.1899,93.4255,92.9543,0.471258,0.00000,126.953
2024-06-19T170000_OTL.ghg,2024-06-19,17:30,171.729,1,36000,36000,-0.155474,0,0.929831E-02,20.5823,0,2.86843,99.1588,0,8.58875,-10.9525,0,0.759541,2.25269,0,0.195119,-0.441557,0.237274,0.133595,0.539037E-02,-0.222669E-10,-0.779632E-12,16.0688,397.659,403.273,0.150000,0,562.619,13.9233,14.1199,0.350000,0,298.685,297.370,99926.5,1.16457,1013.23,0.248510E-01,0.145974,0.100961E-01,1385.53,3013.67,0.866936E-02,45.9747,1628.14,284.976,1.20803,-2.10926,-0.251874E-02,2.43071,-0.826046E-13,-0.138572E-14,2.43071,5.86401,30.5301,299.801,-0.593709E-01,-9999,0.365380,0.758103,-206.801,-0.841389E-02,0.207569,0.477391E-01,0,26.0476,-3.95283,8.94130,22.2651,33.9557,47.6233,71.3484,-0.153650,1.01187,25.6241,1.02526,86.0257,1.15267,-9.50186,1.15267,1.95433,1.15267,800000099,800000099,800000099,800000099,800000099,800000099,800010099,800010099,80000,80000,89,89,7,16,0,8,7,0,0,0,0,0,0,0,0,0,0,93,0.767577,0.589087,0.159541,0.870409E-01,4.99451,0.268325,0.217157E-01,-0.239450,0.492498E-01,16.0700,562.646,397.659,13.9231,11.7303,93.2266,93.4635,92.9897,0.473815,0.00000,130.426
2024-06-19T173000_OTL.ghg,2024-06-19,18:00,171.750,1,36000,36000,-0.158916,0,0.128816E-01,64.3670,0,4.67452,147.937,0,13.2143,-15.5336,0,1.25738,3.36139,0,0.300251,0.222349,0.210003,-0.176696,0.477163E-02,-0.285178E-09,-0.101663E-10,15.9098,393.624,399.226,0.150000,0,567.166,14.0322,14.2319,0.350000,0,298.866,297.540,99942.4,1.16405,1013.29,0.248620E-01,0.217818,0.101706E-01,1396.54,3044.44,0.873725E-02,45.8719,1647.90,285.096,1.31720,-1.60049,0.260620E-01,2.07298,-0.176705E-13,-0.179247E-13,2.07298,6.04462,20.3652,309.454,0.720354,-9999,0.369486,0.822168,-68.3913,-0.254418E-01,0.435096,0.147693,0,26.8887,-4.08046,9.23001,22.9840,35.0521,49.1611,73.6522,-0.157091,1.01161,71.3327,1.02405,129.026,1.14657,-13.5479,1.14657,2.93170,1.14657,800000099,800000099,800000099,800000099,800000099,800000099,800000099,800000099,80000,80000,89,89,14,5,1,18,4,0,0,0,0,0,0,0,0,0,0,93,0.935050,0.558560,0.150725,0.128216,7.74075,0.403026,0.604762E-01,-0.341601,0.739210E-01,15.9110,567.191,393.626,14.0319,11.9047,93.2182,93.4539,92.9825,0.471469,0.00000,129.340
2024-06-19T180000_OTL.ghg,2024-06-19,18:30,171.771,1,36000,36000,-0.169714,0,0.926435E-02,16.1833,0,3.35350,94.5986,0,8.95025,-8.29604,0,1.07893,2.14911,0,0.203333,-0.212876,-0.270989,0.804577E-01,-0.615636E-02,0.135462E-09,0.475851E-11,15.9831,395.461,401.032,0.150000,0,561.453,13.8917,14.0874,0.350000,0,298.689,297.378,99889.5,1.16413,1013.20,0.248605E-01,0.139262,0.100693E-01,1381.88,3014.98,0.864966E-02,45.8339,1633.10,284.936,0.404611,-2.81824,-0.365048E-01,2.84737,0.618197E-13,0.847534E-14,2.84737,6.35796,53.1258,278.170,-0.734584,-9999,0.381820,0.913752,-300.053,-0.579897E-02,0.171074,0.359345E-01,0,24.9997,-3.79380,8.58158,21.3693,32.5896,45.7074,68.4780,-0.167641,1.01237,21.0048,1.02687,81.5423,1.16012,-7.15104,1.16012,1.85249,1.16012,800000099,800000099,800000099,800000099,800000099,800000099,800010099,800010099,80000,80000,89,89,17,1,0,6,11,0,0,0,0,0,0,0,0,0,0,93,0.880454,0.754087,0.192962,0.169116,13.3739,0.337826,0.178082E-01,-0.180272,0.466999E-01,15.9843,561.482,395.463,13.8914,11.7280,93.2291,93.4663,92.9918,0.474519,0.00000,127.210
2024-06-19T183000_OTL.ghg,2024-06-19,19:00,171.792,1,36000,36000,-0.102955,0,0.665798E-02,-20.6364,0,0.968319,57.5088,0,5.84228,-5.78791,0,0.366642,1.30563,0,0.132638,-0.897137,-0.454865,0.189348,-0.103268E-01,0.176989E-10,0.604608E-12,16.1358,399.773,405.308,0.150000,0,551.212,13.6565,13.8456,0.400000,0,297.981,296.695,99918.2,1.16724,1013.07,0.247945E-01,0.846047E-01,0.992524E-02,1358.98,2893.80,0.850313E-02,46.9619,1534.82,284.683,0.387089,-2.21201,-0.316561E-01,2.24584,0.632347E-14,0.109687E-14,2.24584,5.49708,51.7769,279.926,-0.807635,-9999,0.296991,0.507812,110.752,0.157108E-01,-0.358839,-0.587616E-01,0,24.9167,-3.78121,8.55311,21.2984,32.4815,45.5557,68.2508,-0.101732,1.01202,-17.1051,1.02672,48.7181,1.18044,-4.90318,1.18044,1.10605,1.18044,800000099,800000099,800000099,800000099,800000099,800000099,800010099,800010099,80000,80000,89,89,31,8,0,13,4,0,0,0,0,0,0,0,0,0,0,93,0.557297,0.340569,0.117759,0.145325E-01,1.71838,0.181806,-0.144653E-01,-0.123248,0.278021E-01,16.1370,551.243,399.773,13.6563,11.3693,93.2590,93.4989,93.0191,0.479762,0.00000,129.314
2024-06-19T190000_OTL.ghg,2024-06-19,19:30,171.812,1,36000,36000,-0.967908E-01,0,0.642222E-02,-30.2697,0,1.56144,58.4724,0,4.82278,-4.25966,0,0.305187,1.32714,0,0.109462,-0.375878,-0.200014,0.440678E-01,-0.453968E-02,0.419657E-10,0.141918E-11,16.1763,400.775,406.281,0.150000,0,547.044,13.5533,13.7395,0.400000,0,297.685,296.409,99925.6,1.16850,1013.00,0.247679E-01,0.859984E-01,0.986073E-02,1348.85,2844.36,0.843879E-02,47.4220,1495.50,284.570,0.420771,-2.13364,-0.226123E-01,2.17485,-0.320345E-13,0.259427E-14,2.17485,6.03238,50.4746,281.156,-0.595724,-9999,0.287808,0.489722,68.7178,0.253209E-01,-0.517675,-0.888520E-01,0,24.3607,-3.69684,8.36226,20.8232,31.7567,44.5392,66.7279,-0.955999E-01,1.01246,-26.4716,1.02753,49.2996,1.18606,-3.59143,1.18606,1.11894,1.18606,800000099,800000099,800000099,800000099,800000099,800000099,800000099,800000099,80000,80000,89,89,35,10,0,3,2,0,0,0,0,0,0,0,0,0,0,93,0.531878,0.330609,0.116958,0.392396E-01,0.925128,0.105708,-0.223637E-01,-0.901694E-01,0.280931E-01,16.1774,547.087,400.775,13.5534,11.2457,93.2697,93.5102,93.0293,0.480840,0.00000,129.036
2024-06-19T193000_OTL.ghg,2024-06-19,20:00,171.833,1,36000,36000,-0.610142E-01,0,0.451129E-02,-37.6531,0,2.30888,37.9805,0,4.15600,-1.31741,0,0.214911,0.861753,0,0.942971E-01,-0.442098,0.411751,0.970054E-01,0.934239E-02,-0.339710E-10,-0.116043E-11,16.2617,402.978,408.603,0.200000,0,555.489,13.7655,13.9576,0.550000,0,297.368,296.073,99957.9,1.17011,1013.11,0.247336E-01,0.558416E-01,0.100290E-01,1370.32,2787.19,0.857102E-02,49.1651,1416.86,284.809,0.205307,-1.71130,-0.245887E-01,1.72375,-0.122812E-13,-0.208902E-14,1.72375,4.31317,54.4266,276.841,-0.817332,-9999,0.228350,0.280378,27.5985,0.630468E-01,-0.991381,-0.139096,0,25.7950,-3.91450,8.85460,22.0492,33.6264,47.1616,70.6566,-0.601827E-01,1.01382,-34.7299,1.02982,31.5951,1.20210,-1.09592,1.20210,0.716874,1.20210,800000099,800000099,800000099,800000099,800000099,800000099,800000099,800001199,80000,80000,89,89,42,8,3,0,7,0,0,0,0,0,0,0,0,0,0,93,0.317196,0.179832,0.637280E-01,0.991179E-01,0.584606,0.103395,-0.292969E-01,-0.274829E-01,0.179773E-01,16.2628,555.520,402.978,13.7653,11.4476,93.2857,93.5267,93.0448,0.481885,0.00000,129.724
2024-06-19T200000_OTL.ghg,2024-06-19,20:30,171.854,1,36000,36000,-0.267468E-01,0,0.213190E-02,-28.4653,0,2.06004,12.8101,0,1.46702,1.77575,0,0.424181,0.290465,0,0.332640E-01,-0.888229,0.559206,0.211328,0.126798E-01,0.449013E-10,0.154743E-11,16.4481,407.767,413.579,0.200000,0,566.849,14.0528,14.2531,0.750000,0,296.719,295.401,99984.6,1.17296,1013.25,0.246730E-01,0.188221E-01,0.102635E-01,1399.17,2675.65,0.875006E-02,52.2927,1276.48,285.124,0.402437E-01,-1.35493,-0.141995E-01,1.35560,0.826911E-14,0.272988E-14,1.35560,3.46700,59.0360,271.701,-0.600163,-9999,0.151006,0.144606,10.5595,0.164781,-2.22209,-0.158607,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.262697E-01,1.01816,-26.8965,1.03832,10.1862,1.25760,1.41202,1.25760,0.230968,1.25760,800000099,800000099,800000099,800000099,800000099,800000099,800100199,800100199,80000,80000,89,89,30,32,5,3,2,0,0,0,0,0,0,0,0,0,0,93,0.176853,0.841708E-01,0.281881E-01,0.192874,6.45013,0.378232E-01,-0.226305E-01,0.353331E-01,0.577957E-02,16.4493,566.888,407.766,14.0528,11.7090,93.3010,93.5425,93.0596,0.482908,0.00000,128.717
2024-06-19T203000_OTL.ghg,2024-06-19,21:00,171.875,0,36000,36000,-0.130504E-01,0,0.952602E-03,-19.1226,0,1.56665,1.82293,1,0.750937,2.45876,0,0.496465,0.413110E-01,1,0.170176E-01,-0.768939,0.315884E-01,0.425646,0.715853E-03,0.306466E-10,0.103300E-11,16.8249,417.391,423.347,0.150000,0,567.116,14.0690,14.2697,1.15000,0,296.137,294.820,100002.,1.17548,1013.24,0.246202E-01,0.267695E-02,0.102974E-01,1401.02,2582.49,0.876015E-02,54.2509,1181.46,285.144,0.392528,-1.20301,-0.522079E-02,1.26544,-0.200664E-13,0.182150E-14,1.26544,2.59919,42.7161,288.071,-0.236385,-9999,0.105367,0.810950E-01,5.34071,0.325799,-10.4900,-0.152375,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.127315E-01,1.02505,-18.1711,1.05217,1.35296,1.34736,1.82487,1.34736,0.306605E-01,1.34736,800000099,800000099,800000099,800000099,800000099,800100099,800100199,811100199,80000,80000,89,89,34,15,17,0,1,0,0,0,0,0,0,0,0,0,0,93,0.822152E-01,0.632724E-01,0.167025E-01,0.253910,22.7746,0.214324E-01,-0.152565E-01,0.455671E-01,0.765595E-03,16.8260,567.160,417.390,14.0691,11.6510,93.3345,93.5761,93.0929,0.483200,0.00000,129.637
2024-06-19T210000_OTL.ghg,2024-06-19,21:30,171.896,0,36000,36000,-0.131490E-01,0,0.907206E-03,-21.9599,0,1.60660,0.482878,0,0.512259,4.67327,0,0.379765,0.109358E-01,0,0.116012E-01,-0.890900,-0.182506E-01,0.367256,-0.413324E-03,0.374830E-10,0.123804E-11,17.1540,425.674,431.744,0.150000,0,566.584,14.0597,14.2602,0.200000,0,295.462,294.148,100024.,1.17842,1013.22,0.245588E-01,0.708640E-03,0.103163E-01,1400.40,2478.36,0.875434E-02,56.5050,1077.97,285.138,0.440666,-1.12290,-0.729457E-03,1.20627,0.353816E-13,0.218509E-14,1.20627,2.68648,39.3851,291.427,-0.346479E-01,-9999,0.105632,0.577822E-01,4.68650,0.371279,-45.4772,-0.174112,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.128054E-01,1.02683,-20.8727,1.05569,0.352510,1.36983,3.41158,1.36983,0.798334E-02,1.36983,800000099,800000099,800000099,800000099,800000099,800100199,800100199,801100199,80000,80000,89,89,44,36,26,10,16,1,0,0,0,0,0,0,0,0,0,93,0.629418E-01,0.380827E-01,0.145398E-01,0.225303,10.4973,0.101588E-01,-0.174813E-01,0.849741E-01,0.198845E-03,17.1553,566.626,425.673,14.0597,11.5880,93.3279,93.5695,93.0863,0.483234,0.00000,130.282
2024-06-19T213000_OTL.ghg,2024-06-19,22:00,171.917,0,36000,36000,-0.204079E-01,0,0.147316E-02,-30.5231,0,1.78505,0.407633,2,0.610618,4.65743,0,0.336943,0.922724E-02,2,0.138220E-01,-0.668995,-0.409681,0.472962E-01,-0.927360E-02,0.545612E-10,0.177093E-11,17.1998,426.739,432.732,0.200000,0,558.264,13.8509,14.0454,0.200000,0,294.936,293.645,100033.,1.18064,1013.09,0.245129E-01,0.597925E-03,0.101821E-01,1379.82,2402.76,0.862425E-02,57.4266,1022.94,284.913,0.694814E-01,-1.44489,-0.188906E-01,1.44668,-0.261031E-13,0.317220E-14,1.44668,3.25237,58.2915,272.753,-0.748186,-9999,0.131475,0.115135,6.50121,0.267642,-74.8790,-0.194097,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.199487E-01,1.02302,-29.2272,1.04826,0.308167,1.32277,3.52098,1.32277,0.697572E-02,1.32277,800000099,800000099,800000099,800000099,800000099,800000099,800100199,801100199,80000,80000,89,89,19,29,7,13,8,0,0,0,0,0,0,0,0,0,0,93,0.129918,0.760976E-01,0.242534E-01,0.217381,6.23905,0.108660E-01,-0.244354E-01,0.875166E-01,0.173387E-03,17.2011,558.305,426.739,13.8509,11.3357,93.3262,93.5681,93.0844,0.483736,0.00000,128.794
2024-06-19T220000_OTL.ghg,2024-06-19,22:30,171.937,0,36000,36000,-0.370875E-01,0,0.262030E-02,-41.1113,0,2.48349,0.385600,2,0.633842,6.39585,0,0.594914,0.872564E-02,2,0.143431E-01,-0.448452,-0.159131,0.781055E-01,-0.360093E-02,-0.103130E-09,-0.331415E-11,17.2791,428.495,434.478,0.200000,0,555.274,13.7699,13.9622,0.200000,0,294.590,293.308,100019.,1.18186,1013.04,0.244877E-01,0.565422E-03,0.101330E-01,1371.59,2353.26,0.857378E-02,58.2847,981.671,284.823,0.223469,-1.53233,-0.662808E-02,1.54856,0.195993E-13,-0.596849E-14,1.54856,3.96353,52.2663,278.297,-0.245236,-9999,0.177146,0.163338,11.8052,0.147392,-106.617,-0.193837,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.364383E-01,1.01782,-39.7669,1.03785,0.307274,1.25490,5.09668,1.25490,0.695323E-02,1.25490,800000099,800000099,800000099,800000099,800000099,800000099,800000199,800100199,80000,80000,89,89,34,28,1,10,7,0,0,0,0,0,0,0,0,0,0,93,0.186652,0.974170E-01,0.426067E-01,0.194226,8.02311,0.596175E-02,-0.332145E-01,0.126541,0.172636E-03,17.2804,555.315,428.495,13.7699,11.2374,93.3207,93.5628,93.0787,0.484116,0.00000,129.542
2024-06-19T223000_OTL.ghg,2024-06-19,23:00,171.958,0,36000,36000,-0.234404E-01,0,0.215620E-02,-27.4788,0,1.79008,-2.82197,1,1.14031,5.39802,0,0.541450,-0.638443E-01,1,0.257984E-01,-0.288162,0.280911E-01,0.136344,0.635533E-03,0.214324E-09,0.684561E-11,17.4077,431.558,437.590,0.200000,0,556.011,13.7842,13.9769,0.200000,0,294.374,293.091,100044.,1.18303,1013.04,0.244635E-01,-0.413711E-02,0.101535E-01,1373.36,2321.95,0.858268E-02,59.1468,948.592,284.842,0.569448,-1.17093,0.114566E-01,1.30210,0.863268E-13,0.123120E-13,1.30210,3.41563,34.3315,295.935,0.504127,-9999,0.140762,0.178314,8.86294,0.196323,9.73746,-0.162888,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.229873E-01,1.01971,-26.6394,1.04142,-2.20879,1.27761,4.22510,1.27761,-0.499716E-01,1.27761,800000099,800000099,800000099,800000099,800000099,800101099,810100199,811100199,80000,80000,89,89,12,14,3,4,7,0,0,0,0,0,0,0,0,0,0,93,0.189389,0.137066,0.301734E-01,0.149638,10.2300,0.193388E-01,-0.222281E-01,0.104799,-0.123950E-02,17.4090,556.051,431.558,13.7842,11.2505,93.3146,93.5567,93.0725,0.484166,0.00000,130.048
2024-06-19T230000_OTL.ghg,2024-06-19,23:30,171.979,0,36000,36000,-0.129646,0,0.827889E-02,-60.8469,0,3.58933,9.56899,0,1.61917,7.01538,0,0.598240,0.216512,0,0.366363E-01,0.150559,-0.629908,-0.185088,-0.142526E-01,-0.119763E-09,-0.377278E-11,17.2547,427.400,433.233,0.150000,0,543.559,13.4640,13.6477,1.65000,0,294.458,293.204,100067.,1.18299,1012.87,0.244648E-01,0.140300E-01,0.991715E-02,1341.90,2338.31,0.838314E-02,57.3878,996.403,284.492,0.828601,-2.17882,0.195783E-02,2.33106,0.168159E-13,-0.694089E-14,2.33106,7.23894,39.5659,290.822,0.481221E-01,-9999,0.331047,0.593177,52.0711,0.334158E-01,-6.35876,-0.153397,0,25.3504,-3.84702,8.70197,21.6691,33.0468,46.3486,69.4386,-0.127944,1.01330,-58.8628,1.02945,7.98691,1.19808,5.85550,1.19808,0.180716,1.19808,800000099,800000099,800000099,800000099,800000099,800000099,800000199,800000199,80000,80000,89,89,51,38,5,0,4,0,0,0,0,0,0,0,0,0,0,93,0.599954,0.446440,0.139961,0.128547,2.81236,0.871041E-02,-0.491255E-01,0.145201,0.448127E-02,17.2560,543.602,427.400,13.4641,10.9113,93.3189,93.5614,93.0765,0.484953,0.00000,129.034
2024-06-19T233000_OTL.ghg,2024-06-20,00:00,172.000,0,36000,36000,-0.179928,0,0.965099E-02,-52.8148,0,2.50278,8.53127,0,1.31708,6.21946,0,0.336235,0.192992,0,0.297946E-01,-0.291919,-0.180970,-0.250587E-01,-0.409384E-02,-0.944156E-10,-0.295788E-11,17.2440,426.837,432.622,0.150000,0,540.225,13.3720,13.5533,0.600000,0,294.229,292.985,100041.,1.18360,1012.82,0.244522E-01,0.125059E-01,0.985450E-02,1332.43,2306.79,0.832586E-02,57.7613,974.356,284.385,0.873519,-2.64751,-0.193227E-01,2.78796,0.102074E-13,-0.547527E-14,2.78796,6.38905,42.7205,288.260,-0.397106,-9999,0.389893,0.726813,97.9850,0.177578E-01,-6.19073,-0.112999,0,25.7741,-3.91133,8.84743,22.0314,33.5992,47.1234,70.5994,-0.177588,1.01317,-51.0686,1.02966,7.12507,1.19736,5.19431,1.19736,0.161181,1.19736,800000099,800000099,800000099,800000099,800000099,800000099,800000199,800000199,80000,80000,89,89,28,9,1,1,8,3,0,0,0,0,0,0,0,0,0,93,0.799984,0.467360,0.186283,0.641427E-01,0.983687,0.579377E-02,-0.426009E-01,0.128727,0.399444E-02,17.2453,540.265,426.837,13.3721,10.8092,93.3189,93.5617,93.0760,0.485646,0.00000,130.987
